ISIN,FY,ROE_Pct,ROCE_Pct,DebtEquity,EPS,Sales,FixedAssets,CWIP
INE372A01015,FY24,21.29,31.92,0.12,212.1,16045.15,1342.75,151.01
INE372A01015,FY25,18.24,29.77,0.13,204.47,18492.47,1775.22,236.74
INE372A01015,FY26,18.11,27.52,0.18,242.81,22810.23,2252.23,539.42
INE116A01032,FY23,22.68,23.9,0.32,20.82,1069.27,395.69,12.33
INE116A01032,FY24,10.33,12.58,0.36,10.39,1113.2,391.67,7.88
INE116A01032,FY25,9.77,12.45,0.34,10.43,1377.53,396.16,11.94
INE116A01032,FY26,16.33,20.17,0.16,19.56,1426.84,373.52,11.26
INE346W01013,FY23,7.32,11.07,0.18,11.48,1011.43,263.81,21.43
INE346W01013,FY24,2.94,4.76,0.22,4.67,758.99,259.81,6.03
INE346W01013,FY25,0.78,2.54,0.15,1.24,768.15,253.05,10.4
INE346W01013,FY26,7.36,10.78,0.01,,881.87,241.0,1.97
INE702C01027,FY23,21.36,23.83,0.29,23.14,15674.35,3010.94,569.22
INE702C01027,FY24,20.32,22.78,0.32,26.4,17506.98,3540.48,399.52
INE702C01027,FY25,17.99,22.58,0.15,27.28,19996.29,3863.57,478.23
INE702C01027,FY26,22.71,29.04,0.09,43.34,22383.62,4249.31,328.24
INE901L01018,FY23,7.83,7.95,0.17,17.4,5499.77,2999.73,601.28
INE901L01018,FY24,12.78,12.91,0.11,31.33,6112.11,3071.05,524.36
INE901L01018,FY25,11.24,12.19,0.24,29.68,6539.71,3391.91,868.38
INE901L01018,FY26,11.89,11.09,0.25,34.33,7212.61,3492.72,649.13
INE713T01028,FY23,4.89,7.77,0.37,0.61,297.53,139.15,33.16
INE713T01028,FY24,6.0,8.12,0.4,1.17,371.63,180.05,37.56
INE713T01028,FY25,9.29,12.39,0.55,1.86,562.07,257.48,80.59
INE713T01028,FY26,8.6,10.89,0.41,3.15,904.32,522.69,196.29
INE437A01024,FY23,13.22,13.84,0.7,56.97,16444.8,8117.0,685.0
INE437A01024,FY24,12.96,14.6,0.77,62.5,18862.3,9461.1,920.6
INE437A01024,FY25,17.61,18.06,0.66,100.56,21526.7,10739.1,923.2
INE437A01024,FY26,20.48,19.45,0.64,134.94,24910.6,12228.3,1189.8
INE126J01016,FY23,5.23,8.3,0.1,6.08,910.93,265.26,5.59
INE126J01016,FY24,7.43,10.65,0.14,10.59,982.16,512.04,46.4
INE126J01016,FY25,4.12,5.36,0.12,7.74,1178.37,561.14,74.22
INE126J01016,FY26,0.91,1.34,0.15,1.06,1101.42,662.67,122.65
INE438A01022,FY23,8.31,10.23,0.51,16.47,24122.32,16884.79,199.36
INE438A01022,FY24,12.39,16.14,0.35,27.11,25020.36,16337.86,282.98
INE438A01022,FY25,7.59,10.32,0.3,17.66,25780.97,15876.24,325.11
INE438A01022,FY26,8.21,8.32,0.22,21.65,28214.47,16440.18,917.9
INE266F01018,FY23,26.4,31.3,0.03,11.67,456.92,20.88,2.46
INE266F01018,FY24,11.17,15.55,0.03,5.01,436.81,23.03,0.0
INE266F01018,FY25,7.59,13.84,0.03,3.29,460.1,18.66,0.0
INE266F01018,FY26,9.46,14.25,0.05,4.06,503.42,21.47,0.01
INE852O01025,FY23,15.06,,1.14,10.08,857.73,14.95,0.51
INE852O01025,FY24,16.24,,1.38,12.21,1021.33,20.69,0.08
INE852O01025,FY25,17.4,,1.59,15.01,1257.89,33.8,0.11
INE852O01025,FY26,18.64,,1.56,18.84,1597.04,38.46,0.37
INE416A01051,FY23,21.34,-26.85,-1.79,-60.9,0.0,51.32,14.03
INE416A01051,FY24,-188.42,-32.12,4.82,-0.84,2.76,36.85,0.0
INE416A01051,FY25,202.5,-67.68,-3.98,-0.88,6.01,16.05,9.64
INE416A01051,FY26,-101.41,82.62,-3.18,0.23,13.2,7.01,0.0
INE885A01032,FY23,12.17,16.51,0.03,39.93,10339.34,3560.09,308.05
INE885A01032,FY24,13.74,18.41,0.02,51.05,11653.72,4121.25,803.69
INE885A01032,FY25,12.78,17.03,0.04,51.62,12785.64,4977.47,1445.69
INE885A01032,FY26,11.06,14.54,0.05,,13759.95,5901.38,1709.47
INE784R01023,FY23,11.71,11.74,1.27,0.65,543.2,66.14,0.87
INE784R01023,FY24,8.53,12.44,1.24,0.52,532.27,65.54,0.0
INE784R01023,FY25,5.83,12.5,0.75,0.54,615.75,67.42,3.73
INE784R01023,FY26,9.07,14.16,0.76,0.92,617.99,74.14,0.0
INE420B01036,FY23,11.35,15.31,0.23,2.8,79.36,11.78,0.0
INE420B01036,FY24,21.86,24.96,0.31,6.77,121.75,12.39,0.0
INE420B01036,FY25,15.27,20.24,0.25,5.37,139.25,26.52,0.0
INE420B01036,FY26,7.13,9.33,0.54,2.87,124.25,27.61,0.0
INE643K01018,FY23,14.97,14.38,1.58,7.63,388.71,10.34,0.0
INE643K01018,FY24,25.72,14.79,1.77,16.82,503.85,9.37,0.0
INE643K01018,FY25,17.68,10.24,2.39,12.64,498.83,83.47,3.93
INE643K01018,FY26,12.67,10.4,2.41,10.65,550.97,111.17,21.42
INE0H9P01028,FY23,-13.54,1.49,2.14,-1.75,746.07,5.46,0.0
INE0H9P01028,FY24,-13.14,3.7,1.95,-2.3,696.84,3.84,0.0
INE0H9P01028,FY25,0.89,8.99,1.48,0.25,767.67,5.43,0.0
INE0H9P01028,FY26,7.13,12.65,0.1,6.84,1067.46,23.2,1.06
INE0QRL01017,FY23,25.35,19.36,0.74,2.74,219.16,1.91,0.0
INE0QRL01017,FY24,38.02,41.94,0.22,6.62,634.44,13.65,0.0
INE0QRL01017,FY25,17.76,21.35,0.13,9.25,683.1,18.34,0.0
INE0QRL01017,FY26,0.61,0.9,0.11,0.29,816.4,44.4,4.74
INE109C01017,FY23,25.65,6.35,4.39,107.28,388.53,5.76,0.0
INE109C01017,FY24,21.36,9.77,2.12,192.76,616.38,7.37,0.0
INE109C01017,FY25,5.96,11.75,1.41,49.26,644.48,30.94,0.2
INE109C01017,FY26,6.06,6.97,1.9,53.57,609.17,34.18,2.56
INE570D01018,FY23,12.51,18.48,0.04,8.52,108.69,30.57,0.46
INE570D01018,FY24,23.26,31.98,0.01,19.56,148.51,33.39,2.22
INE570D01018,FY25,33.53,45.63,0.0,41.83,243.35,32.75,1.21
INE570D01018,FY26,20.2,27.61,0.01,31.38,200.51,31.12,0.48
INE549H01021,FY23,14.23,13.13,1.59,6.02,423.87,37.63,0.0
INE549H01021,FY24,19.68,15.97,2.24,12.32,590.13,56.55,0.0
INE549H01021,FY25,20.57,19.8,1.8,16.52,702.86,72.77,0.0
INE549H01021,FY26,9.59,15.82,0.62,23.4,739.87,66.62,0.0
INE034A01011,FY23,12.09,13.19,0.45,15.49,8115.39,3327.74,101.16
INE034A01011,FY24,9.5,12.47,0.41,12.86,7472.22,3359.66,150.3
INE034A01011,FY25,9.34,12.31,0.41,13.49,8328.81,3913.26,480.47
INE034A01011,FY26,10.24,13.32,0.41,15.79,9303.19,3968.34,119.35
INE955V01021,FY23,4.04,11.5,1.39,2.76,4064.44,715.57,2.5
INE955V01021,FY24,8.04,13.21,1.14,6.05,4251.55,751.95,2.69
INE955V01021,FY25,-3.72,16.6,1.21,-2.67,4617.61,861.14,1.24
INE955V01021,FY26,12.99,17.27,1.42,9.16,5264.72,931.26,4.0
INE034S01021,FY23,5.49,8.75,0.31,5.63,245.76,71.75,25.74
INE034S01021,FY24,8.41,19.29,0.22,9.09,330.24,194.29,142.94
INE034S01021,FY25,18.48,21.06,0.48,24.0,713.3,208.9,152.24
INE034S01021,FY26,14.86,13.47,0.9,,564.05,121.36,61.82
INE439A01020,FY23,17.59,19.1,0.68,15.01,3983.19,2623.74,299.41
INE439A01020,FY24,13.94,13.35,0.84,13.49,4306.01,3522.61,1016.3
INE439A01020,FY25,13.91,11.95,1.01,15.27,4551.74,4561.92,625.73
INE439A01020,FY26,8.77,10.81,0.56,13.82,4906.02,4867.91,444.55
INE900C01027,FY23,-30.45,34.81,-3.02,5.25,828.23,93.66,0.58
INE900C01027,FY24,-273.66,34.4,-14.21,12.71,880.33,117.88,3.04
INE900C01027,FY25,192.08,19.79,17.02,10.58,774.65,118.76,0.92
INE900C01027,FY26,76.54,23.74,3.44,17.45,889.56,103.84,2.29
INE073G01016,FY23,11.44,12.18,0.28,22.99,698.03,220.9,110.49
INE073G01016,FY24,11.97,13.3,0.26,28.0,754.98,315.44,63.25
INE073G01016,FY25,15.65,18.54,0.2,45.03,1075.9,394.28,43.56
INE073G01016,FY26,12.73,16.31,0.1,45.92,1019.4,413.73,18.69
INE348A01023,FY23,17.6,13.99,1.14,12.79,1796.65,805.12,262.35
INE348A01023,FY24,30.86,19.73,1.06,30.5,2620.12,1030.98,503.99
INE348A01023,FY25,23.82,16.36,0.94,31.46,2738.93,1357.24,57.97
INE348A01023,FY26,24.34,18.18,0.88,,5237.13,1382.84,50.77
INE365D01021,FY23,3.67,3.96,0.24,2.72,399.61,51.32,2.63
INE365D01021,FY24,10.83,11.94,0.19,8.33,934.61,73.08,0.13
INE365D01021,FY25,2.39,2.75,0.36,1.88,528.8,97.95,0.0
INE365D01021,FY26,13.72,13.58,0.38,,1143.28,106.05,0.0
INE442H01029,FY23,17.45,22.83,3.29,10.42,7353.7,368.18,75.07
INE442H01029,FY24,22.66,25.64,2.55,17.92,8956.99,384.5,41.24
INE442H01029,FY25,43.27,45.6,0.57,60.35,10036.63,422.33,52.81
INE442H01029,FY26,38.76,49.39,0.24,25.37,7519.88,482.5,53.71
INE208A01029,FY23,14.48,10.97,3.64,2.1,41488.3,5902.1,139.15
INE208A01029,FY24,27.58,14.23,4.53,4.22,45517.26,5974.16,172.01
INE208A01029,FY25,25.4,13.71,4.08,5.28,48341.76,6649.76,360.62
INE208A01029,FY26,24.37,12.61,4.49,5.91,56076.03,8535.57,552.6
INE276G01015,FY23,-22.24,-19.75,0.11,-11.77,108.95,95.67,0.0
INE276G01015,FY24,9.16,10.24,0.08,6.48,304.56,112.92,1.16
INE276G01015,FY25,10.57,14.19,0.06,9.77,465.04,117.98,2.63
INE276G01015,FY26,10.35,12.18,0.32,11.34,791.05,160.34,46.13
INE363A01022,FY23,-52.23,1.76,6.66,-43.6,255.78,1457.57,1.04
INE363A01022,FY24,-116.81,3.11,14.05,-44.98,298.09,1435.53,1.04
INE363A01022,FY25,71.38,45.01,2.1,96.26,318.19,1419.08,1.04
INE363A01022,FY26,-11.11,-5.52,0.36,-44.05,341.08,1383.66,0.0
INE021A01026,FY23,25.68,32.54,0.12,42.82,34388.71,6374.16,1019.59
INE021A01026,FY24,29.15,35.62,0.13,56.94,35395.42,9000.84,2698.37
INE021A01026,FY25,18.9,24.57,0.12,38.25,33815.17,10060.35,1429.01
INE021A01026,FY26,20.24,24.5,0.18,45.11,35540.9,11099.78,1934.78
INE022I01019,FY23,-5.79,-6.06,0.18,-6.14,1556.91,749.92,176.88
INE022I01019,FY24,-0.97,0.88,0.2,-0.97,1524.31,779.2,0.35
INE022I01019,FY25,0.77,2.31,0.2,0.48,1710.98,781.59,36.43
INE022I01019,FY26,1.37,2.89,0.29,,1858.06,948.3,49.4
INE491J01022,FY23,19.1,18.61,0.51,6.24,2527.25,672.28,131.5
INE491J01022,FY24,21.28,22.22,0.42,8.81,2956.6,885.37,78.84
INE491J01022,FY25,23.74,24.8,0.39,12.56,3534.26,1172.5,91.46
INE491J01022,FY26,22.68,22.06,0.52,15.08,4078.87,1558.43,178.37
INE563J01010,FY23,6.1,7.25,0.81,12.94,628.17,440.73,123.94
INE563J01010,FY24,-12.71,-4.27,1.34,-23.75,457.7,531.88,148.76
INE563J01010,FY25,-57.4,-13.27,2.36,-68.71,378.15,497.72,1.15
INE563J01010,FY26,-20.72,-5.59,1.15,-37.79,445.72,454.81,1.18
INE914M01019,FY23,9.55,2.77,1.28,8.53,2951.8,7803.62,255.09
INE914M01019,FY24,2.84,6.18,0.3,2.6,3638.19,3049.95,170.06
INE914M01019,FY25,156.88,10.92,0.59,107.85,4138.46,3918.57,290.74
INE914M01019,FY26,8.48,10.19,0.49,7.52,4643.22,4370.87,412.59
INE006I01046,FY23,16.84,22.49,0.03,17.0,5145.1,1595.7,139.0
INE006I01046,FY24,17.13,22.85,0.04,20.33,5628.8,2006.0,171.4
INE006I01046,FY25,14.48,18.98,0.06,19.5,5819.4,2426.0,144.8
INE006I01046,FY26,13.22,17.58,0.06,,6553.6,2697.7,158.9
INE386C01029,FY23,10.87,14.36,0.29,8.06,813.8,168.22,2.17
INE386C01029,FY24,12.53,15.06,0.25,12.86,908.82,184.16,16.77
INE386C01029,FY25,13.97,17.14,0.39,16.17,1051.18,226.03,3.13
INE386C01029,FY26,14.68,19.74,0.22,20.27,1162.8,270.35,9.25
INE203A01020,FY23,16.87,22.61,0.01,39.7,1002.97,70.19,1.71
INE203A01020,FY24,22.69,30.81,0.01,64.6,1295.53,64.84,0.65
INE203A01020,FY25,15.02,19.58,0.05,46.3,1713.29,63.59,0.0
INE203A01020,FY26,21.49,26.1,0.13,75.0,2272.58,117.47,0.0
INE399L01023,FY23,18.58,18.03,0.48,4.97,4350.98,3919.35,1616.04
INE399L01023,FY24,18.64,19.36,0.43,6.07,4445.5,4628.31,1497.98
INE399L01023,FY25,15.56,15.92,0.44,5.95,4969.69,5471.42,1865.27
INE399L01023,FY26,13.48,12.89,0.59,5.96,5856.01,6262.04,2000.56
INE0LEZ01016,FY23,-140.87,-62.36,1.09,-23.21,1779.6,371.1,4.9
INE0LEZ01016,FY24,-194.12,-95.13,0.88,-28.45,1751.1,350.8,14.8
INE0LEZ01016,FY25,-164.77,-63.5,1.26,-21.81,2250.62,526.23,14.57
INE0LEZ01016,FY26,-20.1,-13.8,0.26,-13.99,3662.52,749.86,224.2
INE0NN701020,FY23,27.97,17.36,2.01,2.2,703.86,440.62,0.0
INE0NN701020,FY24,18.68,12.15,1.76,1.7,730.75,444.6,6.6
INE0NN701020,FY25,11.36,9.92,2.04,1.16,757.81,477.18,1.34
INE0NN701020,FY26,12.54,10.02,2.18,1.56,820.8,792.05,1.91
INE0Z4F01028,FY23,53.05,51.83,0.45,12.22,868.65,51.14,3.87
INE0Z4F01028,FY24,27.8,37.28,0.21,8.87,854.46,79.48,14.6
INE0Z4F01028,FY25,33.91,35.39,0.56,15.43,1244.18,434.38,122.27
INE0Z4F01028,FY26,21.71,33.96,0.05,27.17,1851.52,511.99,29.66
INE100A01010,FY23,11.01,14.72,0.01,174.15,5366.37,2771.11,1057.34
INE100A01010,FY24,6.32,8.62,0.05,109.54,4668.02,3024.32,287.23
INE100A01010,FY25,8.64,12.34,0.04,164.37,5510.01,2921.03,129.05
INE100A01010,FY26,10.9,14.31,0.03,230.25,6203.11,2744.05,124.61
INE951D01028,FY23,1.15,4.0,0.39,1.82,504.6,252.69,1.29
INE951D01028,FY24,2.14,4.13,0.26,3.39,521.34,244.93,0.14
INE951D01028,FY25,4.91,7.14,0.17,7.79,710.55,244.05,1.25
INE951D01028,FY26,8.74,10.57,0.3,,811.04,237.8,2.7
INE949L01017,FY23,13.01,,0.57,21.74,5460.41,740.14,32.85
INE949L01017,FY24,12.22,,0.44,22.86,6855.62,851.59,67.46
INE949L01017,FY25,12.27,,0.68,28.24,10537.89,912.47,87.44
INE949L01017,FY26,13.22,,0.69,35.01,12090.62,1436.38,0.0
INE132H01018,FY23,19.55,22.27,0.18,21.34,659.33,101.4,3.26
INE132H01018,FY24,15.16,17.64,0.09,27.62,887.47,98.45,1.29
INE132H01018,FY25,12.38,15.35,0.02,34.21,1172.97,158.49,0.0
INE132H01018,FY26,12.05,14.81,0.03,37.87,1411.09,144.13,0.0
INE406A01037,FY23,7.18,8.53,0.2,32.9,24617.13,12803.6,4808.22
INE406A01037,FY24,10.63,12.74,0.22,54.16,28704.5,14411.69,2866.18
INE406A01037,FY25,10.68,13.46,0.25,59.81,31378.13,15633.98,3444.55
INE406A01037,FY26,9.25,11.89,0.21,60.34,33384.74,17608.97,3279.04
INE898S01029,FY23,-12.98,-13.25,0.44,-7.51,126.87,121.55,0.56
INE898S01029,FY24,-30.91,-10.29,1.79,-14.16,214.05,224.16,0.0
INE898S01029,FY25,-11.87,-3.65,1.0,-6.16,252.77,211.36,0.0
INE898S01029,FY26,-2.06,1.63,0.44,0.26,381.09,214.42,0.79
INE449A01011,FY23,21.34,28.05,0.04,107.22,2256.58,251.96,7.67
INE449A01011,FY24,18.97,25.09,0.02,109.95,2177.49,234.93,8.42
INE449A01011,FY25,15.84,21.37,0.02,102.92,2035.26,219.46,19.67
INE449A01011,FY26,14.96,19.87,0.01,108.77,2127.76,266.48,43.79
INE349W01017,FY23,11.25,10.87,1.2,50.07,2790.85,1184.32,19.17
INE349W01017,FY24,12.46,11.86,1.28,64.0,2684.57,1203.53,16.58
INE349W01017,FY25,7.99,8.97,1.25,43.93,2627.73,1244.63,23.59
INE349W01017,FY26,5.1,6.42,1.25,28.63,2689.88,1278.58,9.91
INE0LCL01028,FY23,9.78,11.14,0.57,8.04,942.65,145.21,20.13
INE0LCL01028,FY24,5.11,6.86,0.28,4.19,865.14,168.91,24.03
INE0LCL01028,FY25,10.37,13.34,0.27,9.48,1098.13,193.01,12.31
INE0LCL01028,FY26,15.65,18.04,0.3,16.86,1603.2,209.95,23.94
INE005B01027,FY23,24.97,29.64,0.28,1.05,154.4,39.81,8.66
INE005B01027,FY24,32.02,41.2,0.11,2.03,224.15,66.51,18.0
INE005B01027,FY25,23.79,30.76,0.11,2.3,248.71,119.22,4.54
INE005B01027,FY26,4.43,7.7,0.1,0.54,222.35,187.11,5.94
INE871C01038,FY23,13.3,20.35,0.0,20.45,5036.85,452.94,55.56
INE871C01038,FY24,15.1,22.56,0.01,26.21,5311.71,513.84,17.36
INE871C01038,FY25,18.88,26.23,0.01,38.81,5525.43,599.23,36.36
INE871C01038,FY26,18.44,26.72,0.0,,5974.61,616.37,25.45
INE679V01027,FY23,47.06,20.84,3.07,5.33,1322.23,190.99,8.05
INE679V01027,FY24,15.83,18.06,0.65,6.32,1743.29,253.05,8.91
INE679V01027,FY25,18.07,16.43,0.82,8.16,2259.77,274.38,6.25
INE679V01027,FY26,16.98,15.52,0.83,9.05,2671.62,331.61,5.93
INE488D01021,FY23,17.99,23.04,0.09,5.08,582.17,76.62,0.0
INE488D01021,FY24,11.35,14.87,0.09,3.5,517.26,80.43,0.02
INE488D01021,FY25,9.52,11.43,0.22,3.17,556.04,78.1,6.74
INE488D01021,FY26,11.59,13.33,0.2,,711.43,79.92,0.06
INE108V01019,FY23,-27.54,3.83,2.95,-6.72,545.28,652.04,0.44
INE108V01019,FY24,-6.99,7.53,2.92,-2.53,848.82,931.41,17.26
INE108V01019,FY25,14.78,10.94,3.08,9.67,1207.54,1604.99,26.15
INE108V01019,FY26,12.83,12.59,2.72,9.92,1493.48,1709.79,12.45
INE01BK01022,FY23,14.02,14.22,0.73,24.06,850.71,253.55,61.69
INE01BK01022,FY24,15.03,13.63,0.78,30.39,864.04,347.11,43.44
INE01BK01022,FY25,12.95,13.87,0.77,30.08,930.31,480.51,62.71
INE01BK01022,FY26,10.21,11.57,0.62,,1049.33,477.58,40.48
INE699H01024,FY23,7.13,7.29,1.09,4.48,58100.98,5173.79,568.16
INE699H01024,FY24,1.78,5.95,0.82,1.14,51117.36,5829.69,1092.74
INE699H01024,FY25,13.0,12.65,0.81,9.43,63567.25,6532.47,1244.89
INE699H01024,FY26,9.98,10.15,0.78,8.05,74619.03,7264.07,813.16
INE238A01034,FY23,8.34,,1.53,35.04,62415.84,4852.58,142.14
INE238A01034,FY24,16.8,,1.45,85.01,76603.04,5837.56,266.9
INE238A01034,FY25,14.98,,1.18,90.18,84668.33,6492.08,120.58
INE238A01034,FY26,12.27,,1.3,84.48,88067.31,6756.03,269.1
INE555B01013,FY23,-1.55,7.81,1.02,-1.37,813.6,172.53,0.0
INE555B01013,FY24,5.6,11.65,0.54,7.74,952.23,221.1,0.08
INE555B01013,FY25,11.55,13.21,0.4,17.22,1030.72,220.45,0.61
INE555B01013,FY26,9.89,12.96,0.53,16.83,1158.95,313.91,44.22
INE501X01029,FY23,5.28,5.76,3.08,1.62,581.21,26.62,0.0
INE501X01029,FY24,13.93,7.22,2.86,6.96,980.09,30.39,0.0
INE501X01029,FY25,10.32,6.32,2.75,6.94,1380.38,38.37,0.0
INE501X01029,FY26,7.65,5.63,2.0,9.6,1640.97,57.08,0.0
INE193B01039,FY23,1.7,5.16,0.66,1.41,1426.3,483.44,35.62
INE193B01039,FY24,0.48,4.23,0.76,0.4,1314.67,502.4,22.42
INE193B01039,FY25,2.01,7.97,0.35,2.12,1489.0,503.92,21.8
INE193B01039,FY26,1.11,5.36,0.32,1.12,1365.12,567.04,41.61
INE02IJ01035,FY23,4.15,7.89,1.47,1.43,241.62,292.63,75.98
INE02IJ01035,FY24,9.08,16.59,0.06,11.2,328.12,341.13,83.86
INE02IJ01035,FY25,6.26,8.59,0.19,14.66,457.35,626.62,190.58
INE02IJ01035,FY26,8.69,10.89,0.31,20.57,602.98,1036.03,256.68
INE878I01022,FY23,15.44,13.92,0.31,4.79,115.35,40.23,0.0
INE878I01022,FY24,9.09,8.82,0.3,3.11,152.47,50.71,10.5
INE878I01022,FY25,4.9,6.09,0.33,1.76,145.86,66.09,7.31
INE878I01022,FY26,11.54,10.95,0.39,4.69,150.62,84.92,3.13
INE917I01010,FY23,20.64,26.84,0.0,212.5,35391.52,2846.79,85.27
INE917I01010,FY24,26.61,32.85,0.06,272.4,43782.08,3175.69,28.23
INE917I01010,FY25,20.82,23.89,0.26,262.0,49266.95,3617.94,29.2
INE917I01010,FY26,27.67,24.6,0.58,384.4,60386.43,7847.63,120.32
INE933K01021,FY23,17.63,21.23,0.01,9.47,949.05,144.62,27.76
INE933K01021,FY24,18.71,22.63,0.01,10.89,967.98,142.52,27.83
INE933K01021,FY25,16.75,20.38,0.01,9.03,949.75,138.39,28.21
INE933K01021,FY26,25.19,30.22,0.02,14.21,1153.43,180.3,28.46
INE193E01025,FY23,11.34,17.19,0.05,18.77,4867.77,490.84,60.0
INE193E01025,FY24,9.09,14.06,0.15,11.37,4622.35,655.07,80.49
INE193E01025,FY25,7.73,11.94,0.14,11.56,4815.91,610.65,15.73
INE193E01025,FY26,-5.7,-1.98,0.1,,4448.28,433.41,2.0
INE918I01026,FY23,13.83,13.56,3.61,40.0,73845.92,2981.01,105.64
INE918I01026,FY24,13.51,13.76,3.79,50.7,99880.07,3851.98,106.86
INE918I01026,FY25,12.26,13.47,3.93,55.0,120701.47,4885.36,728.47
INE918I01026,FY26,12.58,12.55,4.64,61.0,137147.63,5413.79,1050.16
INE411U01027,FY23,11.7,12.08,1.13,15.59,645.8,386.03,20.34
INE411U01027,FY24,-30.1,2.03,1.2,-30.36,472.93,257.56,4.8
INE411U01027,FY25,8.47,10.72,0.48,13.12,542.6,240.49,3.45
INE411U01027,FY26,2.96,6.54,0.47,4.98,611.03,255.17,7.94
INE377Y01014,FY23,11.98,2.66,5.1,1.51,5481.46,84.92,0.0
INE377Y01014,FY24,14.15,2.67,5.64,2.08,7329.46,87.5,0.0
INE377Y01014,FY25,10.84,2.72,4.11,2.67,9179.46,100.34,0.0
INE377Y01014,FY26,11.37,2.63,4.6,3.07,10838.7,110.95,0.0
INE306A01021,FY23,-3.05,0.83,0.97,-1.08,6174.94,7805.6,5.25
INE306A01021,FY24,-7.45,1.34,3.31,-0.69,6043.49,7589.74,8.05
INE306A01021,FY25,-15.58,2.48,23.54,-6.26,5514.67,7342.09,16.63
INE306A01021,FY26,3.32,2.15,0.93,,5397.95,7179.68,43.5
INE118A01012,FY23,10.98,,0.0,435.8,5182.6,103.58,0.0
INE118A01012,FY24,13.4,,0.0,653.0,7665.33,73.35,0.0
INE118A01012,FY25,10.4,,0.0,585.9,6875.3,35.72,0.0
INE118A01012,FY26,13.17,,0.0,865.9,8729.18,16.58,0.0
INE0O9T01021,FY24,101.16,-218.25,-1.63,-0.01,0.0,,0.0
INE0O9T01021,FY25,13.51,16.5,0.02,10.68,177.47,32.56,2.54
INE0O9T01021,FY26,8.76,8.87,0.02,7.38,205.56,33.2,0.17
INE0KQN01018,FY23,-0.28,1.28,0.0,-0.14,586.81,48.44,0.81
INE0KQN01018,FY24,0.76,2.96,0.03,0.37,1140.0,69.44,0.0
INE0KQN01018,FY25,2.32,7.44,0.56,1.33,2562.61,98.53,0.12
INE0KQN01018,FY26,2.71,8.13,0.49,,2758.57,117.01,8.56
INE296A01032,FY23,21.16,,3.02,18.96,26966.9,1730.27,53.7
INE296A01032,FY24,18.84,,2.85,23.6,34326.32,2407.93,49.61
INE296A01032,FY25,17.21,,2.85,26.82,41479.57,2721.47,32.58
INE296A01032,FY26,16.68,,3.1,30.51,49665.45,2927.25,76.19
INE794B01026,FY23,-9.13,-3.14,0.26,-3.67,590.3,18.07,0.0
INE794B01026,FY24,4.59,8.56,0.18,1.95,625.11,18.6,0.0
INE794B01026,FY25,13.25,-1.03,0.01,8.36,453.09,11.04,0.81
INE794B01026,FY26,-7.87,-9.66,0.03,-4.09,210.83,14.32,0.0
INE050E01027,FY23,20.94,35.68,0.04,100.47,2331.56,912.12,136.84
INE050E01027,FY24,11.9,17.54,0.01,63.22,1608.34,1128.36,237.3
INE050E01027,FY25,8.54,11.57,0.01,48.62,1385.83,1287.53,289.05
INE050E01027,FY26,8.46,11.18,0.07,51.6,1400.06,1771.53,736.46
INE787D01026,FY23,13.99,13.55,0.44,54.7,9646.16,6988.77,1676.76
INE787D01026,FY24,16.62,17.08,0.35,76.12,9304.37,7471.39,1220.16
INE787D01026,FY25,15.93,16.82,0.31,85.61,10357.24,8312.97,1436.9
INE787D01026,FY26,11.35,11.62,0.38,64.3,10729.61,10692.86,3346.4
INE164A01016,FY23,10.22,9.83,0.07,10.05,2210.1,784.91,27.67
INE164A01016,FY24,13.17,14.99,0.06,14.02,2193.01,802.12,54.13
INE164A01016,FY25,13.51,14.58,0.05,15.55,2515.64,802.7,69.78
INE164A01016,FY26,13.37,14.03,0.11,16.18,2717.0,903.42,34.35
INE119A01028,FY23,9.81,9.57,0.65,13.94,4665.86,2630.48,32.58
INE119A01028,FY24,15.72,15.26,0.59,26.49,5593.74,2689.65,51.05
INE119A01028,FY25,11.51,10.21,0.69,21.57,5415.38,3390.12,745.3
INE119A01028,FY26,9.15,8.72,0.77,18.59,6271.15,4350.66,1747.07
INE011E01029,FY23,19.69,23.67,0.26,4.67,322.88,36.66,20.95
INE011E01029,FY24,16.91,20.34,0.09,9.72,553.14,182.5,158.31
INE011E01029,FY25,19.36,24.24,0.04,18.38,923.62,567.54,499.27
INE011E01029,FY26,16.24,18.47,0.1,23.9,1107.37,791.34,277.31
INE459A01010,FY23,9.24,12.61,0.37,114.35,2519.44,1109.98,32.01
INE459A01010,FY24,9.02,11.73,0.29,121.46,2217.93,1186.99,116.7
INE459A01010,FY25,5.88,9.23,0.08,83.47,1792.97,1199.2,10.92
INE459A01010,FY26,7.73,9.34,0.0,,1916.67,1250.2,106.2
INE213C01025,FY23,23.52,22.55,0.42,16.47,2300.54,375.76,25.22
INE213C01025,FY24,25.81,25.96,0.4,18.97,2742.15,469.62,18.76
INE213C01025,FY25,30.07,29.84,0.44,27.39,3187.24,524.73,11.91
INE213C01025,FY26,28.6,29.01,0.36,32.17,3867.43,476.74,11.27
INE545U01014,FY23,11.21,,1.26,13.62,11721.99,854.59,345.68
INE545U01014,FY24,10.32,,0.76,13.84,12485.94,1173.43,214.36
INE545U01014,FY25,11.16,,0.45,17.04,14457.04,1180.38,325.21
INE545U01014,FY26,4.78,,0.56,7.59,13564.02,1401.3,470.28
INE028A01039,FY23,14.19,,1.0,28.82,55791.06,8956.79,80.76
