ISIN,Symbol,Name,Sector,IndustryGroup,MarketCap,CurrentPrice,NSECode,BSECode
INE08U801020,SAMHI,Samhi Hotels Ltd.,Hotels,Hotels Restaurants & Tourism,3424.12,153.99,SAMHI,543984.0
INE552U01010,KPL,Kwality Pharmaceuticals Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,3417.82,3293.9,,539997.0
INE066O01014,WONDERLA,Wonderla Holidays Ltd.,Other Leisure Facilities,Diversified Consumer Services,3387.76,533.9,WONDERLA,538268.0
INE0JA001018,VENUSPIPES,Venus Pipes & Tubes Ltd.,Iron & Steel Products,Metals & Mining,3378.8,1631.0,VENUSPIPES,543528.0
INE03CC01015,JUBLCPL,Jubilant Agri and Consumer Products Ltd.,Other Agricultural Products,"Food, Beverages & Tobacco",3367.79,2222.6,JUBLCPL,544355.0
INE0RUV01018,AIMTRON,Aimtron Electronics Ltd.,Electronic Components,Commercial Services & Supplies,3366.9,1582.6,AIMTRON,
INE818A01017,ANTELOPUS,Antelopus Selan Energy Ltd.,Exploration & Production,Oil & Gas,3365.57,957.15,ANTELOPUS,530075.0
INE643A01035,JTEKTINDIA,JTEKT India Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,3363.99,121.27,JTEKTINDIA,520057.0
INE124E01038,STEELCAS,Steel Cast Ltd.,Castings & Forgings,General Industrials,3319.87,328.05,STEELCAS,513517.0
INE0L9R01028,GOPAL,Gopal Snacks Ltd.,Packaged Foods,FMCG,3304.92,265.1,GOPAL,544140.0
INE0I0M01023,PRABHA,Prabha Energy Ltd.,Exploration & Production,Oil & Gas,3300.54,230.6,PRABHA,544379.0
INE116A01032,APCOTEXIND,Apcotex Industries Ltd.,Auto Tyres & Rubber Products,Automobiles & Auto Components,3294.75,635.5,APCOTEXIND,523694.0
INE11XY01018,CMLL,Caliber Mining and Logistics Ltd.,Diversified,Diversified,3288.73,503.05,CMLL,544833.0
INE139R01012,FUSION,Fusion Finance Ltd.,Microfinance Institutions,Banking and Finance,3286.17,203.19,FUSION,543652.0
INE837H01020,ADVENZYMES,Advanced Enzyme Technologies Ltd.,Biotechnology,Pharmaceuticals & Biotechnology,3283.14,293.2,ADVENZYMES,540025.0
INE549H01021,ARSSBL,Anand Rathi Share & Stock Brokers Ltd.,Capital Markets,Banking and Finance,3248.23,515.05,ARSSBL,544530.0
INE482D01024,CARYSIL,Carysil Ltd.,Household Products,Consumer Durables,3244.73,1140.8,CARYSIL,524091.0
INE442H01029,ASHOKA,Ashoka Buildcon Ltd.,Roads & Highways,Cement and Construction,3243.76,115.55,ASHOKA,533271.0
INE707A01012,VINDHYATEL,Vindhya Telelinks Ltd.,Construction & Engineering,Cement and Construction,3238.5,2732.7,VINDHYATEL,517015.0
INE855C01023,WEBELSOLAR,Websol Energy Systems Ltd.,Other Electrical Equipment/Products,Consumer Durables,3235.82,74.53,WEBELSOLAR,517498.0
INE440T01028,SEIL,Shanti Educational Initiatives Ltd.,Education,Diversified Consumer Services,3234.83,200.8,,539921.0
INE266Y01019,DPABHUSHAN,D P Abhushan Ltd.,Gems & Jewellery,Textiles Apparels & Accessories,3228.32,1414.2,DPABHUSHAN,544161.0
INE899L01030,UEL,Ujaas Energy Ltd.,Heavy Electrical Equipment,General Industrials,3222.89,241.6,UEL,533644.0
INE0L1C01019,KESAR,Kesar India Ltd.,Realty,Realty,3219.78,1150.0,,543542.0
INE760L01018,TBZ,Tribhovandas Bhimji Zaveri Ltd.,Gems & Jewellery,Textiles Apparels & Accessories,3208.74,480.85,TBZ,534369.0
INE681B01017,INDRAMEDCO,Indraprastha Medical Corporation Ltd.,Healthcare Facilities,Healthcare,3205.8,349.7,INDRAMEDCO,532150.0
INE206N01018,RELTD,Ravindra Energy Ltd.,Power - Electric Utilities,Utilities,3204.19,161.37,RELTD,504341.0
INE266D01021,GRAUWEIL,Grauer & Weil (India) Ltd.,Commodity Chemicals,Chemicals & Petrochemicals,3199.72,70.57,,505710.0
INE040D01038,MAYURUNIQ,Mayur Uniquoters Ltd.,Textiles,Textiles Apparels & Accessories,3193.11,734.85,MAYURUNIQ,522249.0
INE162A01010,GIPCL,Gujarat Industries Power Company Ltd.,Power - Electric Utilities,Utilities,3184.72,205.18,GIPCL,517300.0
INE0BYP01024,OSWALPUMPS,Oswal Pumps Ltd.,Compressors & Pumps,General Industrials,3183.02,279.2,OSWALPUMPS,544418.0
INE683C01011,MAITHANALL,Maithan Alloys Ltd.,Iron & Steel/Interm.Products,Metals & Mining,3174.77,1090.55,MAITHANALL,590078.0
INE922A01025,BEPL,Bhansali Engineering Polymers Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,3172.95,127.5,BEPL,500052.0
INE401H01017,KKCL,Kewal Kiran Clothing Ltd.,Other Apparels & Accessories,Textiles Apparels & Accessories,3169.38,514.3,KKCL,532732.0
INE450U01017,ROUTE,Route Mobile Ltd.,Internet Software & Services,Software & Services,3159.92,501.55,ROUTE,543228.0
INE310A01015,NILKAMAL,Nilkamal Ltd.,Plastic Products,General Industrials,3158.35,2116.5,NILKAMAL,523385.0
INE0Q8P01029,BONDADA,Bondada Engineering Ltd.,Construction & Engineering,Cement and Construction,3151.93,282.25,,543971.0
INE24OJ01011,BUILDPRO,Shankara Buildpro Ltd.,Construction Materials,Cement and Construction,3148.04,1298.2,BUILDPRO,544517.0
INE052A01021,WINDMACHIN,Windsor Machines Ltd.,Industrial Machinery,General Industrials,3147.75,304.25,WINDMACHIN,522029.0
INE926X01010,HGINFRA,HG Infra Engineering Ltd.,Construction & Engineering,Cement and Construction,3141.25,482.0,HGINFRA,541019.0
INE883N01014,PARAGMILK,Parag Milk Foods Ltd.,Packaged Foods,FMCG,3135.22,249.6,PARAGMILK,539889.0
INE172N01012,IMAGICAA,Imagicaaworld Entertainment Ltd.,Other Leisure Facilities,Diversified Consumer Services,3133.74,55.38,IMAGICAA,539056.0
INE689W01016,PRINCEPIPE,Prince Pipes & Fittings Ltd.,Plastic Products,General Industrials,3128.88,283.0,PRINCEPIPE,542907.0
INE342G01023,NIITMTS,NIIT Learning Systems Ltd.,Education,Diversified Consumer Services,3118.04,225.94,NIITMTS,543952.0
INE094B01013,ASHIKA,Ashika Global Securities Ltd.,Finance (including NBFCs),Banking and Finance,3111.96,422.1,,543766.0
INE445C01015,XPROINDIA,Xpro India Ltd.,Containers & Packaging,Commercial Services & Supplies,3110.06,1325.1,XPROINDIA,590013.0
INE02PY01013,BOROLTD,Borosil Ltd.,Houseware,Consumer Durables,3096.84,258.96,BOROLTD,543212.0
INE915B01019,INDSWFTLAB,Ind-Swift Laboratories Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,3095.4,355.95,INDSWFTLAB,532305.0
INE314H01012,TECHNVISN,TechNVision Ventures Ltd.,IT Consulting & Software,Software & Services,3076.76,4903.2,,501421.0
INE624Z01016,SOLARA,Solara Active Pharma Sciences Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,3071.63,639.15,SOLARA,541540.0
INE202H01019,KERNEX,Kernex Microsystems (India) Ltd.,Transport Related Services,Transportation,3053.21,1817.0,KERNEX,532686.0
INE01FR01028,STYLEBAAZA,Baazar Style Retail Ltd.,Department Stores,Retailing,3046.6,400.25,STYLEBAAZA,544243.0
INE506A01018,DREDGECORP,Dredging Corporation Of India Ltd.,Shipping,Transportation,3045.56,1087.7,DREDGECORP,523618.0
INE164A01016,BALMLAWRIE,Balmer Lawrie & Company Ltd.,Diversified,Diversified,3043.53,177.98,BALMLAWRIE,523319.0
INE227C01017,MMFL,M M Forgings Ltd.,Castings & Forgings,General Industrials,3042.22,630.1,MMFL,522241.0
INE411H01032,RSYSTEMS,R Systems International Ltd.,IT Consulting & Software,Software & Services,3034.92,256.12,RSYSTEMS,532735.0
INE0V7W01012,CARRARO,Carraro India Ltd.,Commercial Vehicles,Automobiles & Auto Components,3033.88,533.65,CARRARO,544320.0
INE039O01029,JASH,Jash Engineering Ltd.,Iron & Steel Products,Metals & Mining,3023.82,478.5,JASH,544402.0
INE347A01017,MANGLMCEM,Mangalam Cement Ltd.,Cement & Cement Products,Cement and Construction,3011.5,1095.2,MANGLMCEM,502157.0
INE305C01029,PANAMAPET,Panama Petrochem Ltd.,Refineries/Petro-Products,Oil & Gas,2997.16,495.45,PANAMAPET,524820.0
INE903D01011,MONARCH,Monarch Networth Capital Ltd.,Capital Markets,Banking and Finance,2997.06,377.9,MONARCH,511551.0
INE579B01039,ELPROINTL,Elpro International Ltd.,Realty,Realty,2965.88,175.0,,504000.0
INE182D01020,MARATHON,Marathon Nextgen Realty Ltd.,Realty,Realty,2953.4,437.9,MARATHON,503101.0
INE034S01021,ARVSMART,Arvind SmartSpaces Ltd.,Realty,Realty,2946.95,642.5,ARVSMART,539301.0
INE197D01010,JINDALPOLY,Jindal Poly Films Ltd.,Containers & Packaging,Commercial Services & Supplies,2943.98,672.35,JINDALPOLY,500227.0
INE023A01030,NSIL,Nalwa Sons Investments Ltd.,Finance (including NBFCs),Banking and Finance,2938.68,5721.5,NSIL,532256.0
INE045A01017,ADOR,Ador Welding Ltd.,Other Industrial Goods,General Industrials,2913.92,1674.4,ADOR,517041.0
INE885H01029,SPORTKING,Sportking India Ltd.,Textiles,Textiles Apparels & Accessories,2912.74,229.22,SPORTKING,539221.0
INE982B01027,ADFFOODS,ADF Foods Ltd.,Packaged Foods,FMCG,2909.19,264.8,ADFFOODS,519183.0
INE495C01010,SANGAMIND,Sangam (India) Ltd.,Textiles,Textiles Apparels & Accessories,2908.27,578.8,SANGAMIND,514234.0
INE0NLT01010,BLSE,BLS E-Services Ltd.,Misc. Commercial Services,Commercial Services & Supplies,2907.86,320.05,BLSE,544107.0
INE060A01024,NAVNETEDUL,Navneet Education Ltd.,Publishing,Commercial Services & Supplies,2902.54,131.21,NAVNETEDUL,508989.0
INE713R01022,GSPCROP,GSP Crop Science Ltd.,Agrochemicals,Chemicals & Petrochemicals,2880.68,619.25,GSPCROP,544733.0
INE163A01018,NOCIL,NOCIL Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,2880.18,172.44,NOCIL,500730.0
INE615I01010,GLOBUSSPR,Globus Spirits Ltd.,Breweries & Distilleries,"Food, Beverages & Tobacco",2876.51,914.3,GLOBUSSPR,533104.0
INE0Q3R01026,SUNCLAY,Sundaram-Clayton Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,2875.71,1304.4,SUNCLAY,544066.0
INE00M901018,INTERARCH,Interarch Building Solutions Ltd.,Construction & Engineering,Cement and Construction,2870.71,1707.0,INTERARCH,544232.0
INE426A01027,ALEMBICLTD,Alembic Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,2860.81,111.41,ALEMBICLTD,506235.0
INE886D01026,EFCIL,EFC (I) Ltd.,Realty,Realty,2858.91,193.24,EFCIL,512008.0
INE0N2P01017,RISHABH,Rishabh Instruments Ltd.,Other Electrical Equipment/Products,Consumer Durables,2857.58,738.45,RISHABH,543977.0
INE231F01020,SASKEN,Sasken Technologies Ltd.,IT Consulting & Software,Software & Services,2857.04,1881.3,SASKEN,532663.0
INE579C01029,VIMTALABS,Vimta Labs Ltd.,Healthcare Services,Healthcare,2840.52,635.65,VIMTALABS,524394.0
INE0HR601026,DDEVPLSTIK,Ddev Plastiks Industries Ltd.,Plastic Products,General Industrials,2825.01,273.0,DDEVPLSTIK,543547.0
INE614A01028,RAMCOIND,Ramco Industries Ltd.,Construction Materials,Cement and Construction,2807.15,323.25,RAMCOIND,532369.0
INE0S4R01014,CRIZAC,Crizac Ltd.,Education,Diversified Consumer Services,2804.79,160.29,CRIZAC,544439.0
INE529A01010,FMGOETZE,Federal-Mogul Goetze (India) Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,2789.67,501.45,FMGOETZE,505744.0
INE393P01035,DIAMONDYD,Prataap Snacks Ltd.,Packaged Foods,FMCG,2771.81,1158.3,DIAMONDYD,540724.0
INE00IN01015,STOVEKRAFT,Stove Kraft Ltd.,Household Appliances,Consumer Durables,2756.35,832.55,STOVEKRAFT,543260.0
INE1DV401010,MONOLITH,Monolithisch India Ltd.,Electrodes & Refractories,General Industrials,2751.02,1265.65,MONOLITH,
INE425Y01011,RPSGVENT,RPSG Ventures Ltd.,IT Consulting & Software,Software & Services,2750.8,831.4,RPSGVENT,542333.0
INE475B01022,HIKAL,Hikal Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,2740.98,222.3,HIKAL,524735.0
INE552D01024,CONFIPET,Confidence Petroleum India Ltd.,Oil Marketing & Distribution,Oil & Gas,2740.32,82.48,CONFIPET,526829.0
INE382M01027,UFBL,United Foodbrands Ltd.,Restaurants,Hotels Restaurants & Tourism,2739.61,700.35,UFBL,543283.0
INE385W01011,DCAL,Dishman Carbogen Amcis Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,2733.98,174.38,DCAL,540701.0
INE079J01017,GATEWAY,Gateway Distriparks Ltd.,Warehousing & Logistics,Transportation,2732.55,54.69,GATEWAY,543489.0
INE317W01030,COLAB,Colab Platforms Ltd.,Other Financial Services,Banking and Finance,2727.48,133.7,,542866.0
INE08KJ01020,MUFIN,Mufin Green Finance Ltd.,Finance (including NBFCs),Banking and Finance,2725.92,137.56,MUFIN,542774.0
INE00GK01023,YASHHV,Yash Highvoltage Ltd.,Heavy Electrical Equipment,General Industrials,2719.81,950.65,,544310.0
INE244B01030,PATELENG,Patel Engineering Ltd.,Construction & Engineering,Cement and Construction,2706.56,27.28,PATELENG,531120.0
INE920A01037,DOLPHIN,Dolphin Offshore Enterprises (India) Ltd.,Oil Equipment & Services,Oil & Gas,2696.31,674.0,DOLPHIN,522261.0
INE198501012,EUROPRATIK,Euro Pratik Sales Ltd.,Furniture-Furnishing,Diversified Consumer Services,2695.52,263.75,EUROPRATIK,544519.0
INE212I01016,SPAL,S P Apparels Ltd.,Other Apparels & Accessories,Textiles Apparels & Accessories,2692.63,1071.1,SPAL,540048.0
INE488A01050,CHEMPLASTS,Chemplast Sanmar Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,2692.45,170.29,CHEMPLASTS,543336.0
INE703H01016,HUBTOWN,Hubtown Ltd.,Realty,Realty,2689.4,189.26,HUBTOWN,532799.0
INE845D01014,GANECOS,Ganesha Ecosphere Ltd.,Textiles,Textiles Apparels & Accessories,2679.33,999.9,GANECOS,514167.0
INE126J01016,APOLLOPIPE,Apollo Pipes Ltd.,Plastic Products,General Industrials,2665.36,605.1,APOLLOPIPE,531761.0
INE876N01018,ORIENTCEM,Orient Cement Ltd.,Cement & Cement Products,Cement and Construction,2664.4,129.68,ORIENTCEM,535754.0
INE520G01024,AXISOL,Axis Solutions Ltd.,IT Consulting & Software,Software & Services,2631.45,556.8,,511144.0
INE092B01025,INDNIPPON,India Nippon Electricals Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,2620.01,1158.2,INDNIPPON,532240.0
INE717W01049,GANDHAR,Gandhar Oil Refinery (India) Ltd.,Refineries/Petro-Products,Oil & Gas,2619.26,267.6,GANDHAR,544029.0
INE1AG301022,GKENERGY,GK Energy Ltd.,Compressors & Pumps,General Industrials,2615.53,128.96,GKENERGY,544525.0
INE735W01017,UTKARSHBNK,Utkarsh Small Finance Bank Ltd.,Microfinance Institutions,Banking and Finance,2590.99,14.56,UTKARSHBNK,543942.0
INE464A01036,BBL,Bharat Bijlee Ltd.,Other Electrical Equipment/Products,Consumer Durables,2587.62,2289.3,BBL,503960.0
INE725E01024,ORISSAMINE,The Orissa Minerals Development Company Ltd.,Coal & Mining,Metals & Mining,2587.02,4311.7,ORISSAMINE,590086.0
INE484C01030,VEEDOL,Veedol Corporation Ltd.,Oil Marketing & Distribution,Oil & Gas,2573.18,1476.8,VEEDOL,590005.0
INE602G01020,KITEX,Kitex Garments Ltd.,Other Apparels & Accessories,Textiles Apparels & Accessories,2570.56,128.85,KITEX,521248.0
INE00Y201027,FLAIR,Flair Writing Industries Ltd,Commodity Printing/Stationery,Commercial Services & Supplies,2568.59,243.71,FLAIR,544030.0
INE488B01017,TASTYBITE,Tasty Bite Eatables Ltd.,Packaged Foods,FMCG,2561.38,9982.0,TASTYBITE,519091.0
INE449A01011,AUTOAXLES,Automotive Axles Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,2551.96,1688.7,AUTOAXLES,505010.0
INE02A801020,ROSSARI,Rossari Biotech Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,2549.51,460.25,ROSSARI,543213.0
INE456Z01021,MEDIASSIST,Medi Assist Healthcare Services Ltd.,Healthcare Services,Healthcare,2542.48,340.35,MEDIASSIST,544088.0
INE934C01018,DRAGARWQ,Dr. Agarwal's Eye Hospital Ltd.,Healthcare Facilities,Healthcare,2534.43,5392.4,,526783.0
INE637C01025,POKARNA,Pokarna Ltd.,Construction Materials,Cement and Construction,2533.49,817.15,POKARNA,532486.0
INE451D01029,RAJRATAN,Rajratan Global Wire Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,2530.17,498.35,RAJRATAN,517522.0
INE187D01029,TALBROAUTO,Talbros Automotive Components Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,2516.97,407.75,TALBROAUTO,505160.0
INE276G01015,ASIANENE,Asian Energy Services Ltd.,Oil Equipment & Services,Oil & Gas,2515.38,517.45,ASIANENE,530355.0
INE076B01028,SIYSIL,Siyaram Silk Mills Ltd.,Textiles,Textiles Apparels & Accessories,2507.38,552.65,SIYSIL,503811.0
INE750A01020,ORIENTHOT,Oriental Hotels Ltd.,Hotels,Hotels Restaurants & Tourism,2499.14,139.93,ORIENTHOT,500314.0
INE209A01019,SUNDROP,Sundrop Brands Ltd.,Edible Oils,FMCG,2497.42,662.5,SUNDROP,500215.0
INE771F01041,FISCHER,Fischer Medical Ventures Ltd.,Commodity Chemicals,Chemicals & Petrochemicals,2496.44,36.04,FISCHER,524743.0
INE792Z01011,SIRCA,Sirca Paints India Ltd.,Paints,Consumer Durables,2494.62,439.25,SIRCA,543686.0
INE800H01010,OMAXE,Omaxe Ltd.,Realty,Realty,2494.4,136.38,OMAXE,532880.0
INE0OAF01028,JNKINDIA,JNK India Ltd.,Other Industrial Products,General Industrials,2490.23,445.05,JNKINDIA,544167.0
INE777F01014,EXICOM,Exicom Tele-Systems Ltd.,Power - Electric Utilities,Utilities,2473.53,177.85,EXICOM,544133.0
INE498Q01014,VINCOFE,Vintage Coffee And Beverages Ltd.,Commodity Trading  & Distribution,Commercial Services & Supplies,2464.84,170.65,VINCOFE,538920.0
INE351Y01019,BETA,Beta Drugs Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,2459.41,2218.5,BETA,531481.0
INE343B01030,RAJESHEXPO,Rajesh Exports Ltd.,Gems & Jewellery,Textiles Apparels & Accessories,2451.25,83.02,RAJESHEXPO,531500.0
INE0OUT01019,ORIANA,Oriana Power Ltd.,Green & Renewable Energy,Utilities,2449.89,1205.7,ORIANA,
INE345A01011,HINDOILEXP,Hindustan Oil Exploration Company Ltd.,Exploration & Production,Oil & Gas,2446.5,185.0,HINDOILEXP,500186.0
INE751B01018,PIXTRANS,Pix Transmissions Ltd.,Auto Tyres & Rubber Products,Automobiles & Auto Components,2441.23,1791.7,PIXTRANS,500333.0
INE836B01017,SATIN,Satin Creditcare Network Ltd.,Microfinance Institutions,Banking and Finance,2438.65,220.75,SATIN,539404.0
INE07K301024,ZAGGLE,Zaggle Prepaid Ocean Services Ltd.,IT Software Products,Software & Services,2430.6,180.77,ZAGGLE,543985.0
INE858F01012,NITCO,Nitco Ltd.,Ceramics,Consumer Durables,2427.26,96.1,NITCO,532722.0
INE873D01024,INDOCO,Indoco Remedies Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,2423.06,262.51,INDOCO,532612.0
INE757A01017,COSMOFIRST,Cosmo First Ltd.,Containers & Packaging,Commercial Services & Supplies,2414.58,919.85,COSMOFIRST,508814.0
INE874I01013,RAMKY,Ramky Infrastructure Ltd.,Construction & Engineering,Cement and Construction,2403.93,347.4,RAMKY,533262.0
INE0RYC01010,STALLION,Stallion India Fluorochemicals Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,2399.26,206.68,STALLION,544342.0
INE988S01028,PARKHOTELS,Apeejay Surrendra Park Hotels Ltd.,Hotels,Hotels Restaurants & Tourism,2393.63,112.18,PARKHOTELS,544111.0
INE415B01044,MARSONS,Marsons Ltd.,Heavy Electrical Equipment,General Industrials,2366.38,137.5,,517467.0
INE934S01014,GNA,GNA Axles Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,2365.7,551.05,GNA,540124.0
INE600Y01019,DYCL,Dynamic Cables Ltd.,Wires & Cables,Consumer Durables,2364.3,487.9,DYCL,540795.0
INE0H5O01029,WINDLAS,Windlas Biotech Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,2364.02,1126.35,WINDLAS,543329.0
INE0ALI01010,ADVAIT,Advait Energy Transitions Ltd.,Wires & Cables,Consumer Durables,2362.77,2151.3,ADVAIT,543230.0
INE384A01010,RANEHOLDIN,Rane Holdings Ltd.,Holding Companies,Diversified,2357.41,1651.1,RANEHOLDIN,505800.0
INE155D01018,SELECTRIC,Schneider Electric President Systems Ltd.,Industrial Machinery,General Industrials,2350.13,1942.9,,544786.0
INE893J01029,MOLDTKPAC,Mold-Tek Packaging Ltd.,Containers & Packaging,Commercial Services & Supplies,2348.12,706.65,MOLDTKPAC,533080.0
INE0MB501011,JGCHEM,J G Chemicals Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,2343.92,598.15,JGCHEM,544138.0
INE032A01023,BOMDYEING,Bombay Dyeing & Manufacturing Company Ltd.,Textiles,Textiles Apparels & Accessories,2343.55,113.47,BOMDYEING,500020.0
INE398A01010,VENKEYS,Venky's (India) Ltd.,Packaged Foods,FMCG,2337.93,1659.6,VENKEYS,523261.0
INE0IQ001011,VERANDA,Veranda Learning Solutions Ltd.,IT Training Services,Software & Services,2337.76,242.63,VERANDA,543514.0
INE922B01023,PANACEABIO,Panacea Biotec Ltd.,Biotechnology,Pharmaceuticals & Biotechnology,2335.18,381.25,PANACEABIO,531349.0
INE036A01016,RELINFRA,Reliance Infrastructure Ltd.,Power - Electric Utilities,Utilities,2330.02,57.02,RELINFRA,500390.0
INE0MLS01022,EPACKPEB,EPack Prefab Technologies Ltd.,Construction & Engineering,Cement and Construction,2325.68,231.11,EPACKPEB,544540.0
INE0QRL01017,ARKADE,Arkade Developers Ltd.,Realty,Realty,2324.88,125.22,ARKADE,544261.0
INE298G01035,AJMERA,Ajmera Realty & Infra India Ltd.,Realty,Realty,2317.46,117.76,AJMERA,513349.0
INE461D01028,HLEGLAS,HLE Glascoat Ltd.,Industrial Machinery,General Industrials,2317.36,333.65,HLEGLAS,522215.0
INE128A01029,EVEREADY,Eveready Industries India Ltd.,Household Products,Consumer Durables,2310.73,317.9,EVEREADY,531508.0
INE007B01023,GEOJITFSL,Geojit Financial Services Ltd.,Capital Markets,Banking and Finance,2308.1,82.72,GEOJITFSL,532285.0
INE121N01019,THEJO,Thejo Engineering Ltd.,Industrial Machinery,General Industrials,2305.55,2125.3,THEJO,
INE246B01019,RAMCOSYS,Ramco Systems Ltd.,IT Consulting & Software,Software & Services,2297.91,611.2,RAMCOSYS,532370.0
INE0H9F01037,SAIPARENT,Sai Parenterals Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,2295.33,519.55,SAIPARENT,544742.0
INE17QZ01016,KNACK,Knack Packaging Ltd.,Containers & Packaging,Commercial Services & Supplies,2291.9,187.3,KNACK,544814.0
INE932A01024,PENIND,Pennar Industries Ltd.,Iron & Steel/Interm.Products,Metals & Mining,2288.15,169.56,PENIND,513228.0
INE355A01028,SOMANYCERA,Somany Ceramics Ltd.,Ceramics,Consumer Durables,2285.85,557.35,SOMANYCERA,531548.0
INE551C01044,SHUKRAPHAR,Shukra Pharmaceuticals Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,2284.24,51.96,,524632.0
INE18UN01038,GAJA,Gaja Alternative Asset Management Ltd.,Asset Management Cos.,Banking and Finance,2271.67,161.1,GAJA,544885.0
INE029L01018,KICL,Kalyani Investment Company Ltd.,Investment Companies,Others,2271.27,5203.0,KICL,533302.0
INE411B01019,VENUSREM,Venus Remedies Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,2264.9,1694.4,VENUSREM,526953.0
INE0P9J01013,AMIC,AMIC Forging Ltd.,Castings & Forgings,General Industrials,2258.1,2152.95,,544037.0
INE622Q01027,MOBAVENUE,Mobavenue AI Tech Ltd.,Education,Diversified Consumer Services,2257.12,300.95,,539682.0
INE732S01012,SAKAR,Sakar Healthcare Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,2255.92,1013.9,SAKAR,
INE879K01018,KMCSHIL,KMC Speciality Hospitals (India) Ltd.,Healthcare Facilities,Healthcare,2254.65,138.25,,524520.0
INE603A01013,PRAKASH,Prakash Industries Ltd.,Iron & Steel/Interm.Products,Metals & Mining,2249.8,125.63,PRAKASH,506022.0
INE03NU01014,BRIGHOTEL,Brigade Hotel Ventures Ltd.,Hotels,Hotels Restaurants & Tourism,2248.29,59.19,BRIGHOTEL,544457.0
INE612J01015,REPCOHOME,Repco Home Finance Ltd.,Housing Finance,Banking and Finance,2244.39,358.75,REPCOHOME,535322.0
INE338F01015,KLBRENG-B,Kilburn Engineering Ltd.,Industrial Machinery,General Industrials,2223.15,468.15,,522101.0
INE0N0J01014,CNCRD,Concord Control Systems Ltd.,Electronic Components,Commercial Services & Supplies,2222.04,2195.65,,543619.0
INE0Q7P01013,KODYTECH,Kody Technolab Ltd.,IT Consulting & Software,Software & Services,2219.22,1569.95,KODYTECH,
INE175A01038,JISLJALEQS,Jain Irrigation Systems Ltd.,Plastic Products,General Industrials,2206.0,30.87,JISLJALEQS,500219.0
INE392H01026,KETOMOTORS,Keto Motors Ltd.,Department Stores,Retailing,2189.46,310.85,,537392.0
INE07O001026,EASEMYTRIP,Easy Trip Planners Ltd.,Travel Support Services,Diversified Consumer Services,2182.11,6.0,EASEMYTRIP,543272.0
INE04AK01028,SBC,SBC Exports Ltd.,Other Apparels & Accessories,Textiles Apparels & Accessories,2179.05,45.76,SBC,542725.0
